Tag,YearRank,QuestionsInYear,QuestionsTotal
"processbuilder","2936","6","941"
"optional","2937","6","1458"
"implicit-conversion","2938","6","1227"
"graphics2d","2939","6","1234"
"graph-databases","2940","6","1380"
"glfw","2941","6","881"
"google-analytics-api","2942","6","2506"
"language-lawyer","2943","6","2755"
"k-means","2944","6","1495"
"javascript-objects","2945","6","2145"
"git-commit","2946","6","856"
"getline","2947","6","1109"
"getter-setter","2948","6","1142"
"game-physics","2949","6","1975"
"dalvik","2950","6","950"
"countdown","2951","6","1448"
"avd","2952","6","1473"
"bean-validation","2953","6","1297"
"cart","2954","6","1441"
"cache-control","2955","6","872"
"cllocationmanager","2956","6","2261"
"conditional-formatting","2957","6","903"
"web","2958","6","21641"
"timepicker","2959","6","1016"
"viewcontroller","2960","6","1945"
"surfaceview","2961","6","2395"
"silverstripe","2962","6","1601"
"spss","2963","6","1018"
"sd-card","2964","6","1193"
"scatter-plot","2965","6","1217"
"pyinstaller","2966","6","1331"
"public-key-encryption","2967","6","1136"
"reshape","2968","6","1450"
"redis","2969","5","10797"
"razor","2970","5","23332"
"pseudo-element","2971","5","1224"
"spring-batch","2972","5","3473"
"singly-linked-list","2973","5","857"
"system-verilog","2974","5","1308"
"sql-server-2008-r2","2975","5","10061"
"vimeo","2976","5","1264"
"visual-studio-2012","2977","5","22770"
"turtle-graphics","2978","5","831"
"visual-studio-debugging","2979","5","1394"
"vlookup","2980","5","1733"
"web-api","2981","5","2292"
"bigdata","2982","5","4491"
"boto","2983","5","1792"
"bcrypt","2984","5","973"
"android-mediaplayer","2985","5","3310"
"android-source","2986","5","1413"
"coq","2987","5","891"
"cqrs","2988","5","972"
"data-type-conversion","2989","5","1535"
"django-cms","2990","5","1059"
"fortran90","2991","5","1227"
"firefox-addon-sdk","2992","5","2059"
"exchangewebservices","2993","5","1395"
"facebook-page","2994","5","989"
"jquery-ui-accordion","2995","5","964"
"jquery-datatables","2996","5","2166"
"keyevent","2997","5","855"
"libsvm","2998","5","1129"
"importerror","2999","5","1313"
"infowindow","3000","5","961"
"homebrew","3001","5","3124"
"igraph","3002","5","1768"
"paypal-sandbox","3003","5","2414"
"pca","3004","5","1087"
"mysql-python","3005","5","1653"
"multitasking","3006","5","809"
"networkx","3007","5","1498"
"neo4j","3008","5","12560"
"nsfetchrequest","3009","5","911"
"nsattributedstring","3010","5","1427"
"maven-3","3011","5","3618"
"matlab-guide","3012","4","1130"
"matrix-multiplication","3013","4","1305"
"mahout","3014","4","1179"
"nsoperationqueue","3015","4","913"
"plyr","3016","4","1765"
"plsqldeveloper","3017","4","910"
"playframework","3018","4","13944"
"google-maps-api-2","3019","4","1304"
"hive","3020","4","9910"
"listactivity","3021","4","811"
"lattice","3022","4","905"
"future","3023","4","1527"
"drupal-7","3024","4","9065"
"data-manipulation","3025","4","809"
"criteria-api","3026","4","912"
"android-sqlite","3027","4","4816"
"android-textview","3028","4","2799"
"android-sdcard","3029","4","1295"
"amazon-cloudfront","3030","4","1536"
"apache-httpclient-4.x","3031","4","1617"
"chromium","3032","4","1559"
"code-first","3033","4","2093"
"voice-recognition","3034","4","971"
"wso2","3035","4","6737"
"toast","3036","4","1261"
"vaadin","3037","4","3533"
"sql-server-2012","3038","4","11905"
"stata","3039","4","2296"
"shiro","3040","4","941"
"session-cookies","3041","4","2774"
"sonarqube","3042","4","5970"
"python-2.7","3043","4","64032"
"qr-code","3044","4","2014"
"query-builder","3045","4","1208"
"regex-lookarounds","3046","4","820"
"saxparser","3047","4","824"
"sbt","3048","4","6348"
"rubymine","3049","3","990"
"scapy","3050","3","995"
"screen-orientation","3051","3","1269"
"seekbar","3052","3","1118"
"pyside","3053","3","2536"
"spotify","3054","3","1990"
"sympy","3055","3","1386"
"symfony-1.4","3056","3","2411"
"sunspot","3057","3","835"
"visualforce","3058","3","1110"
"titanium","3059","3","5067"
"typoscript","3060","3","1079"
"webfonts","3061","3","1072"
"webgl","3062","3","4200"
"webhooks","3063","3","978"
"weka","3064","3","2429"
"xtext","3065","3","877"
"zeromq","3066","3","2072"
"braintree","3067","3","889"
"branching-and-merging","3068","3","970"
"apache-zookeeper","3069","3","1866"
"appcelerator","3070","3","3096"
"asp.net-web-api","3071","3","21776"
"android-contacts","3072","3","1648"
"android-dialog","3073","3","1125"
"android-asynctask","3074","3","12402"
"android-resources","3075","3","1635"
"android-imageview","3076","3","3349"
"android-gridview","3077","3","1424"
"android-view","3078","3","2790"
"android-tabhost","3079","3","2135"
"android-service","3080","3","4779"
"8086","3081","3","941"
"alarmmanager","3082","3","3231"
"crystal-reports-2008","3083","3","928"
"correlation","3084","3","1403"
"do-while","3085","3","1474"
"directx-11","3086","3","1225"
"delphi-xe","3087","3","1360"
"facebook-graph-api","3088","3","30064"
"extjs3","3089","3","969"
"kettle","3090","3","979"
"jsf-2","3091","3","15661"
"java.util.concurrent","3092","3","808"
"ipad","3093","3","34082"
"hdfs","3094","3","4668"
"imacros","3095","3","1202"
"htmlunit","3096","3","1372"
"prestashop","3097","3","3365"
"powermock","3098","3","1201"
"opencart","3099","3","4059"
"lwjgl","3100","3","2509"
"media-queries","3101","3","5033"
"marker","3102","2","1040"
"minitest","3103","2","976"
"modalviewcontroller","3104","2","1144"
"netsuite","3105","2","1535"
"na","3106","2","946"
"nav","3107","2","1542"
"navbar","3108","2","2669"
"ms-access-2010","3109","2","4969"
"objective-c-blocks","3110","2","2436"
"parcelable","3111","2","1084"
"paypal-adaptive-payments","3112","2","952"
"phpexcel","3113","2","2843"
"phpstorm","3114","2","4011"
"html5-canvas","3115","2","6971"
"imageview","3116","2","7719"
"internet-explorer-9","3117","2","4519"
"gson","3118","2","5331"
"google-docs-api","3119","2","951"
"graph-algorithm","3120","2","1706"
"google-apps-script","3121","2","14889"
"jsch","3122","2","1047"
"jqplot","3123","2","1675"
"jpa-2.0","3124","2","2798"
"jekyll","3125","2","3383"
"kentico","3126","2","851"
"live-streaming","3127","2","914"
"local-storage","3128","2","4807"
"enthought","3129","2","803"
"excel-2010","3130","2","4588"
"cors","3131","2","6422"
"cql","3132","2","1306"
"android-webview","3133","2","4954"
"android-xml","3134","2","2131"
"android-lifecycle","3135","2","1277"
"android-scrollview","3136","2","1127"
"android-sensors","3137","2","1230"
"android-bitmap","3138","2","1009"
"android-animation","3139","2","4011"
"asp.net-mvc-3","3140","2","38748"
"assign","3141","2","865"
"appcompat","3142","2","1853"
"apache-pig","3143","2","4613"
"android-testing","3144","2","1189"
"autocompletetextview","3145","2","1105"
"cakephp-1.3","3146","2","2086"
"coded-ui-tests","3147","2","1567"
"classnotfoundexception","3148","2","1582"
"zk","3149","2","950"
"xmlserializer","3150","2","1015"
"wso2carbon","3151","2","1086"
"uart","3152","2","801"
"twitter-oauth","3153","2","2224"
"tfs2012","3154","2","1910"
"tfs2013","3155","2","1518"
"visual-studio-2013","3156","2","18315"
"visual-studio-2015","3157","2","15764"
"unique-ptr","3158","2","1034"
"url-redirection","3159","2","2090"
"ssdt","3160","2","935"
"python-multithreading","3161","2","1091"
"server","3162","2","10293"
"scrolltop","3163","2","953"
"rvm","3164","2","3646"
"runnable","3165","2","1483"
"ruby-on-rails-3","3166","1","55453"
"ruby-on-rails-4","3167","1","34363"
"roslyn","3168","1","1369"
"restful-architecture","3169","1","1003"
"responsive-design","3170","1","12190"
"resque","3171","1","1015"
"serversocket","3172","1","1225"
"sendgrid","3173","1","1260"
"psql","3174","1","1269"
"provisioning-profile","3175","1","1251"
"python-unittest","3176","1","821"
"random-forest","3177","1","1189"
"rcpp","3178","1","1305"
"realm","3179","1","4194"
"relativelayout","3180","1","2549"
"stm32","3181","1","976"
"struts-1","3182","1","991"
"sublimetext","3183","1","2582"
"symfony2","3184","1","45442"
"swipe","3185","1","2186"
"specflow","3186","1","1050"
"spring-transactions","3187","1","919"
"solrj","3188","1","1119"
"sfml","3189","1","1886"
"shopify","3190","1","2582"
"silverlight-5.0","3191","1","1448"
"single-page-application","3192","1","2417"
"unityscript","3193","1","1783"
"universal-image-loader","3194","1","836"
"uiviewanimation","3195","1","1378"
"videoview","3196","1","1658"
"varnish","3197","1","1397"
"template-meta-programming","3198","1","958"
"telerik-grid","3199","1","1462"
"twitter-bootstrap","3200","1","76754"
"tmux","3201","1","926"
"wso2esb","3202","1","2656"
"wkhtmltopdf","3203","1","1514"
"windows-8.1","3204","1","3672"
"webapp2","3205","1","836"
"xpages","3206","1","4508"
"xcode4","3207","1","5557"
"xcode4.2","3208","1","2032"
"xcode4.3","3209","1","1106"
"xcode4.5","3210","1","1709"
"youtube-data-api","3211","1","1250"
"zxing","3212","1","1883"
"coffeescript","3213","1","9202"
"bundler","3214","1","2969"
"chef","3215","1","4602"
"celery","3216","1","4088"
"build.gradle","3217","1","3116"
"boxplot","3218","1","1086"
"attr","3219","1","974"
"azure-storage-blobs","3220","1","1954"
"azure-web-roles","3221","1","1094"
"antlr4","3222","1","1817"
"argparse","3223","1","1442"
"android-appwidget","3224","1","882"
"android-camera","3225","1","4918"
"android-adapter","3226","1","2065"
"android-alarms","3227","1","919"
"android-gallery","3228","1","982"
"android-custom-view","3229","1","2370"
"amcharts","3230","1","1017"
"android-menu","3231","1","981"
"android-preferences","3232","1","1511"
"android-progressbar","3233","1","1120"
"android-image","3234","1","1242"
"angularjs","3235","1","221580"
"android-theme","3236","1","1451"
"android-ui","3237","1","1315"
"android-softkeyboard","3238","1","2004"
"android-spinner","3239","1","2503"
"android-tablelayout","3240","1","1012"
"android-studio","3241","1","35833"
"android-styles","3242","1","1252"
"alertdialog","3243","1","2339"
"dbpedia","3244","1","921"
"difference","3245","1","847"
"doctrine2","3246","1","13485"
"dotnet-httpclient","3247","1","1001"
"doubly-linked-list","3248","1","835"
"dynamics-crm-2011","3249","1","4266"
"ecmascript-6","3250","1","8061"
"ef-code-first","3251","1","7031"
"emoji","3252","1","1014"
"egit","3253","1","1147"
"extjs4","3254","1","5485"
"facebook-c#-sdk","3255","1","1790"
"facebook-javascript-sdk","3256","1","4437"
"facebook-login","3257","1","2241"
"facebook-php-sdk","3258","1","3284"
"game-center","3259","1","1746"
"git-bash","3260","1","974"
"geojson","3261","1","1711"
"flux","3262","1","1018"
"locationmanager","3263","1","877"
"leiningen","3264","1","978"
"kohana-3","3265","1","842"
"lapply","3266","1","1237"
"large-data","3267","1","1122"
"jenkins-plugins","3268","1","3419"
"jquery-deferred","3269","1","1002"
"jsf-1.2","3270","1","828"
"ipa","3271","1","879"
"ios4","3272","1","11042"
"ios5","3273","1","12096"
"jasperserver","3274","1","920"
"jackson","3275","1","7834"
"javafx-2","3276","1","4606"
"glassfish-3","3277","1","1613"
"google-form","3278","1","1040"
"google-fusion-tables","3279","1","1343"
"google-chrome-devtools","3280","1","3890"
"google-oauth","3281","1","3422"
"gridbaglayout","3282","1","921"
"hazelcast","3283","1","1205"
"highcharts","3284","1","15391"
"hibernate-criteria","3285","1","1061"
"html.dropdownlistfor","3286","1","892"
"imageicon","3287","1","824"
"php-7","3288","1","1000"
"popover","3289","1","1485"
"postgresql-9.3","3290","1","1206"
"progressdialog","3291","1","1597"
"paintcomponent","3292","1","1383"
"orientdb","3293","1","1954"
"outlook-2010","3294","1","896"
"osx-lion","3295","1","2246"
"output","3296","1","5257"
"opengl-es-2.0","3297","1","3498"
"opengraph","3298","1","1741"
"openerp","3299","1","4980"
"mybatis","3300","1","1778"
"mvvm-light","3301","1","2466"
"netty","3302","1","3159"
"newrelic","3303","1","919"
"navigationbar","3304","1","1036"
"netezza","3305","1","818"
"netlogo","3306","1","1814"
"nsnotificationcenter","3307","1","1244"
"nopcommerce","3308","1","900"
"mkannotation","3309","1","1085"
"mkannotationview","3310","1","838"
"modernizr","3311","1","835"
"mongoid","3312","1","4280"
"marklogic","3313","1","1469"
"mariadb","3314","1","2547"
"mailchimp","3315","1","1665"
"matlab-figure","3316","1","2280"
"mathjax","3317","1","867"
